time,imnum,dur,weight,imcode,path,corrAns,axis,button_left,button_right,viewPoint,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,button_left_.started,button_left_.stopped,button_right_.started,button_right_.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1.0,0.0,1.5,1,A,./carchair_exp/bedChair_1_15.png,1,bedChair,Bed,Chair,15,0,0,0,0,6.672348405991215,None,[['left']],[0.39986686501652],None,None,6.672348405991215,None,6.672348405991215,None,1,001,2020_Mar_24_2355,preScanningBehaviorTest,2020.1.1,59.85626332193509,
