,Sub,Run,TR,Onset,Item,Change,CorrResp,Resp,RT,Acc,image_on,button_on,button_off
0,sub003,6,6,0,,0,,,,,,,
1,sub003,6,7,2,,0,,,,,,,
2,sub003,6,8,4,,0,,,,,,,
3,sub003,6,9,6,C,0.0,,1,0.48333820700645447,,18.002551955985837,19.0192239980679,19.919230115017854
4,sub003,6,10,8,,0,,,,,,,
5,sub003,6,11,10,D,0.0,,2,0.4333399530733004,,22.00258276797831,23.01924651605077,23.919265688047744
6,sub003,6,12,12,,0,,,,,,,
7,sub003,6,13,14,C,0.0,,1,0.516713590011932,,26.002611145027913,27.019320645020343,27.919328597025014
8,sub003,6,14,16,,0,,,,,,,
9,sub003,6,15,18,B,0.0,,2,0.5166745079914108,,30.002686131978408,31.019355574040674,31.919358775019646
10,sub003,6,16,20,,0,,,,,,,
11,sub003,6,17,22,A,0.0,,1,0.4500157629372552,,34.0026808710536,35.01934503600933,35.91936171404086
12,sub003,6,18,24,,0,,,,,,,
13,sub003,6,19,26,B,0.0,,2,0.6501038479618728,,38.00270459300373,39.019401122001,39.91938951506745
14,sub003,6,20,28,,0,,,,,,,
15,sub003,6,21,30,,0,,,,,,,
16,sub003,6,22,32,A,0.0,,1,0.4500141510507092,,44.0027560449671,45.01942710601725,45.91943269607145
17,sub003,6,23,34,,0,,,,,,,
18,sub003,6,24,36,,0,,,,,,,
19,sub003,6,25,38,B,0.0,,2,0.433346762903966,,50.00281160406303,51.01947987603489,51.91948359902017
20,sub003,6,26,40,,0,,,,,,,
21,sub003,6,27,42,D,0.0,,2,0.6666849300963804,,54.00283642997965,55.019522608025,55.91952353005763
22,sub003,6,28,44,,0,,,,,,,
23,sub003,6,29,46,C,0.0,,1,0.46668473293539137,,58.002869394025765,59.01954556803685,59.91955189104192
24,sub003,6,30,48,,0,,,,,,,
25,sub003,6,31,50,A,0.0,,1,0.6166778189362958,,62.00290739105549,63.019580728025176,63.9195816720603
26,sub003,6,32,52,,0,,,,,,,
27,sub003,6,33,54,D,0.0,,2,0.5666802660562098,,66.00294267199934,67.01960907003377,67.91961955802981
28,sub003,6,34,56,,0,,,,,,,
29,sub003,6,35,58,,0,,,,,,,
30,sub003,6,36,60,B,0.0,,2,0.5500158249633387,,72.00299341604114,73.01965892501175,73.91967252804898
31,sub003,6,37,62,,0,,,,,,,
32,sub003,6,38,64,,0,,,,,,,
33,sub003,6,39,66,A,0.0,,1,0.7000126630300656,,78.00304149999283,79.01972663402557,79.91971364500932
34,sub003,6,40,68,,0,,,,,,,
35,sub003,6,41,70,,0,,,,,,,
36,sub003,6,42,72,,0,,,,,,,
37,sub003,6,43,74,C,0.0,,1,0.5000026109628379,,86.00311661907472,87.01977587898728,87.91978837398347
38,sub003,6,44,76,,0,,,,,,,
39,sub003,6,45,78,D,0.0,,2,0.3833445629570633,,90.00313745404128,91.0198083689902,91.91982147400267
40,sub003,6,46,80,,0,,,,,,,
41,sub003,6,47,82,B,0.0,,2,0.7666748280171305,,94.00317348004319,95.0198391439626,95.91984948597383
42,sub003,6,48,84,,0,,,,,,,
43,sub003,6,49,86,,0,,,,,,,
44,sub003,6,50,88,,0,,,,,,,
45,sub003,6,51,90,D,0.0,,2,0.5166794880060479,,102.0032386709936,103.01990244397894,103.91991523501929
46,sub003,6,52,92,,0,,,,,,,
47,sub003,6,53,94,,0,,,,,,,
48,sub003,6,54,96,,0,,,,,,,
49,sub003,6,55,98,A,0.0,,1,0.5000197389163077,,110.00329233007506,111.0199628630653,111.91997559205629
50,sub003,6,56,100,,0,,,,,,,
51,sub003,6,57,102,D,0.0,,2,0.4833517980296165,,114.00332248804625,115.01999858499039,115.92001146799885
52,sub003,6,58,104,,0,,,,,,,
53,sub003,6,59,106,B,0.0,,2,0.5000149129191414,,118.00336557906121,119.02003150503151,119.92003962700255
54,sub003,6,60,108,,0,,,,,,,
55,sub003,6,61,110,,0,,,,,,,
56,sub003,6,62,112,,0,,,,,,,
57,sub003,6,63,114,C,0.0,,1,0.350012770970352,,126.00342833204195,127.02009483100846,127.92010535299778
58,sub003,6,64,116,,0,,,,,,,
59,sub003,6,65,118,,0,,,,,,,
60,sub003,6,66,120,A,0.0,,1,0.56666012306232,,132.00350133900065,133.0201447859872,133.9201558480272
61,sub003,6,67,122,,0,,,,,,,
62,sub003,6,68,124,,0,,,,,,,
63,sub003,6,69,126,C,0.0,,1,0.33334740006830543,,138.00352461799048,139.0201955260709,139.9202063800767
64,sub003,6,70,128,,0,,,,,,,
65,sub003,6,71,130,,0,,,,,,,
66,sub003,6,72,132,D,0.0,,2,0.5333446899894625,,144.00358041701838,145.0202488079667,145.92025673401076
