TR,morphParam,states,points,B_prob,TR_milgram,timestamp
9,13,feedback,0,0.5100087607032389,1.0,1620997064.7776234
10,13,feedback,0,0.32276995906422956,2.0,1620997066.4237049
11,13,feedback,0,0.8540940642582747,3.0,1620997068.055264
12,13,feedback,0,0.6483642241412788,4.0,1620997070.6668127
13,13,feedback,0,0.599282218336377,5.0,1620997072.3577724
23,13,feedback,0,0.8263601584502008,6.0,1620997073.9858637
24,13,feedback,0,0.41231796950763905,7.0,1620997076.6060905
25,13,feedback,0,0.5979908410644961,8.0,1620997078.2848525
26,13,feedback,0,0.4593621552124465,9.0,1620997080.9428303
27,9,feedback,0,0.9837546907159285,10.0,1620997082.6055229
37,9,feedback,0,0.9165891066647662,11.0,1620997084.2716763
38,5,feedback,0,0.979067650320192,12.0,1620997086.884856
39,5,feedback,0,0.1866198758736663,13.0,1620997088.5065634
40,5,feedback,0,0.40112966560285773,14.0,1620997090.1592271
41,1,feedback,0,0.9978478578701537,15.0,1620997092.8413756
51,13,feedback,0,0.4114797573854096,16.0,1620997094.5568337
52,13,feedback,0,0.3308671677372004,17.0,1620997096.2386208
53,13,feedback,0,0.032975177276320114,18.0,1620997098.8395836
54,13,feedback,0,0.15458598096508383,19.0,1620997100.470718
55,13,feedback,0,0.15156768019214656,20.0,1620997102.099335
65,13,feedback,0,0.01014075209256544,21.0,1620997104.7382257
66,13,feedback,0,0.8964981044823046,22.0,1620997106.3619637
67,13,feedback,0,0.5089916487204376,23.0,1620997107.9869397
68,13,feedback,0,0.4700589495720628,24.0,1620997110.6202943
69,13,feedback,0,0.4079237881555965,25.0,1620997112.198465
79,13,feedback,0,0.6163846834566774,26.0,1620997114.8201346
80,9,feedback,0,0.9360678657890111,27.0,1620997116.3927865
81,9,feedback,0,0.5043897015288292,28.0,1620997118.0265088
82,5,feedback,0,0.968977900477114,29.0,1620997120.6868823
83,5,feedback,0,0.5837963181744418,30.0,1620997122.336262
93,13,feedback,0,0.6011273758520772,31.0,1620997123.9793065
94,13,feedback,0,0.07602230441711619,32.0,1620997126.6633976
95,13,feedback,0,0.01367562999080112,33.0,1620997128.2652242
96,13,feedback,0,0.7571700000190389,34.0,1620997130.958909
97,13,feedback,0,0.666501963483952,35.0,1620997132.6593273
107,13,feedback,0,0.43964963679630514,36.0,1620997134.2650895
108,13,feedback,0,0.7126940697397361,37.0,1620997136.882363
109,13,feedback,0,0.8634181735111583,38.0,1620997138.477553
110,13,feedback,0,0.5552856842724281,39.0,1620997140.1837494
111,9,feedback,0,0.9179987901092166,40.0,1620997142.7454145
121,13,feedback,0,0.7214915097350082,41.0,1620997144.3737564
122,13,feedback,0,0.6696170805285153,42.0,1620997146.1658046
123,13,feedback,0,0.5754268658256702,43.0,1620997148.874713
124,13,feedback,0,0.5014920788102516,44.0,1620997150.4764326
125,13,feedback,0,0.019912182006459722,45.0,1620997152.1568055
135,13,feedback,0,0.43588798984249527,46.0,1620997154.7355232
136,13,feedback,0,0.4044863490635232,47.0,1620997156.379821
137,13,feedback,0,0.34561176614364175,48.0,1620997158.019418
138,13,feedback,0,0.29572082368412456,49.0,1620997160.5870805
139,13,feedback,0,0.49802773318779325,50.0,1620997162.2249403
149,13,feedback,0,0.5513726388703755,51.0,1620997164.8069155
150,13,feedback,0,0.762368658656176,52.0,1620997166.4628582
151,13,feedback,0,0.6145978933475744,53.0,1620997168.1193407
152,13,feedback,0,0.38329072328723307,54.0,1620997170.6914325
153,13,feedback,0,0.6783924335782244,55.0,1620997172.3467052
163,13,feedback,0,0.3939555900179018,56.0,1620997174.0809863
164,13,feedback,0,0.3508444627337738,57.0,1620997176.7552903
165,13,feedback,0,0.45394678288409085,58.0,1620997178.3572242
166,13,feedback,0,0.6117254708540507,59.0,1620997179.9679356
167,13,feedback,0,0.015227512210825127,60.0,1620997182.5944033
