TR,morphParam,states,points,B_prob,TR_milgram,timestamp
9,13,feedback,0,0.5100087607032389,1.0,1620995851.0242815
10,13,feedback,0,0.5953280682299621,2.0,1620995852.6708543
11,9,feedback,0,0.9565795762524514,3.0,1620995854.3647265
12,5,feedback,0,0.9385597865765762,4.0,1620995856.0664418
13,1,feedback,0,0.9494676066744181,5.0,1620995858.6730816
23,9,feedback,0,0.9927705710646778,6.0,1620995860.3002143
24,9,feedback,0,0.710026988422233,7.0,1620995861.981487
25,9,feedback,0,0.5424958763924368,8.0,1620995864.5766008
26,9,feedback,0,0.2998371950385624,9.0,1620995866.2177885
27,9,feedback,0,0.45500958167730543,10.0,1620995867.8399816
37,13,feedback,0,0.5992240539973873,11.0,1620995870.4809198
38,13,feedback,0,0.48743751055972073,12.0,1620995872.1646352
39,9,feedback,0,0.9452312547604063,13.0,1620995874.782265
40,5,feedback,0,0.8698956564880014,14.0,1620995876.3858628
41,5,feedback,0,0.10327952730412619,15.0,1620995878.0222151
51,13,feedback,0,0.7296345254723797,16.0,1620995880.6476912
52,13,feedback,0,0.011090424617043309,17.0,1620995882.283376
53,13,feedback,0,0.7286852185861799,18.0,1620995884.0454388
54,13,feedback,0,0.139104973397163,19.0,1620995886.714198
55,13,feedback,0,0.4493033668902562,20.0,1620995888.333327
65,13,feedback,0,0.5518949476047073,21.0,1620995889.941578
66,13,feedback,0,0.1836633820737316,22.0,1620995892.5782948
67,9,feedback,0,0.9832428486915784,23.0,1620995894.2266738
68,9,feedback,0,0.2448657652431204,24.0,1620995895.8865156
69,9,feedback,0,0.41182455098829857,25.0,1620995898.5801232
79,9,feedback,0,0.8483012443161465,26.0,1620995900.187642
80,9,feedback,0,0.2725979254985698,27.0,1620995902.8307993
81,5,feedback,0,0.9640025124868987,28.0,1620995904.426087
82,5,feedback,0,0.3683268279957102,29.0,1620995906.097692
83,1,feedback,0,0.9821592416048244,30.0,1620995908.731443
93,13,feedback,0,0.7621526228440834,31.0,1620995910.3637133
94,9,feedback,0,0.9531553146045498,32.0,1620995912.0035996
95,9,feedback,0,0.5033693532651364,33.0,1620995914.7241068
96,9,feedback,0,0.26971851011809783,34.0,1620995916.3651345
97,9,feedback,0,0.5288214888322036,35.0,1620995917.9801612
107,13,feedback,0,0.23966269083599961,36.0,1620995920.594687
108,13,feedback,0,0.281266118513543,37.0,1620995922.2652454
109,13,feedback,0,0.6804950461364272,38.0,1620995923.8945053
110,13,feedback,0,0.43396752266382,39.0,1620995926.5544956
111,13,feedback,0,0.024142970443784488,40.0,1620995928.1942523
121,9,feedback,0,0.9712613643415834,41.0,1620995930.8337388
122,5,feedback,0,0.9088794066124697,42.0,1620995932.5217516
123,1,feedback,0,0.9772828364561698,43.0,1620995934.141385
124,1,feedback,0,0.08917553388946645,44.0,1620995936.7839513
125,1,feedback,0,0.47553473511299393,45.0,1620995938.453326
135,13,feedback,0,0.17406775919718515,46.0,1620995940.0971038
136,13,feedback,0,0.48528694503766373,47.0,1620995942.7422395
137,13,feedback,0,0.45189664834758503,48.0,1620995944.4265199
138,13,feedback,0,0.05855746394233588,49.0,1620995946.1412816
139,13,feedback,0,0.48610072718471786,50.0,1620995948.7967649
149,13,feedback,0,0.6139433162789236,51.0,1620995950.5811672
150,13,feedback,0,0.7893560336185792,52.0,1620995952.2871268
151,13,feedback,0,0.14254045064291046,53.0,1620995953.8755746
152,13,feedback,0,0.7531410223383852,54.0,1620995956.592298
153,9,feedback,0,0.9948779181699927,55.0,1620995958.2531056
163,9,feedback,0,0.9073319464308638,56.0,1620995959.8986883
164,9,feedback,0,0.344693943472368,57.0,1620995962.5323844
165,5,feedback,0,0.9542814941755667,58.0,1620995964.312543
166,5,feedback,0,0.7285004417159243,59.0,1620995966.0865211
167,5,feedback,0,0.7347971834190298,60.0,1620995968.7920175
