TR,morphParam,states,points,B_prob,TR_milgram,timestamp
9,13,feedback,0,0.5100087607032389,1.0,1620997900.893398
10,13,feedback,0,0.5239374408573009,2.0,1620997903.5720425
11,13,feedback,0,0.5172060367497174,3.0,1620997905.1567764
12,13,feedback,0,0.1557170638707824,4.0,1620997906.758536
13,13,feedback,0,0.8740671244301647,5.0,1620997909.376593
23,13,feedback,0,0.7948044653473643,6.0,1620997911.008602
24,13,feedback,0,0.03788433670678988,7.0,1620997913.66593
25,13,feedback,0,0.07778566964200494,8.0,1620997915.304333
26,9,feedback,0,0.9537917814653223,9.0,1620997916.8771522
27,5,feedback,0,0.9340526409028289,10.0,1620997919.5166922
37,13,feedback,0,0.5303813453970734,11.0,1620997921.0919957
38,13,feedback,0,0.8062959197669604,12.0,1620997922.7181427
39,13,feedback,0,0.7752266829896424,13.0,1620997925.3627105
40,13,feedback,0,0.3150318885674655,14.0,1620997926.9660563
41,13,feedback,0,0.1789448824847916,15.0,1620997929.6180189
51,13,feedback,0,0.36497872896328193,16.0,1620997931.252686
52,13,feedback,0,0.6495413659346607,17.0,1620997932.8199189
53,9,feedback,0,0.913845465567594,18.0,1620997935.3842478
54,9,feedback,0,0.4408410897657271,19.0,1620997937.084043
55,9,feedback,0,0.4660874186500772,20.0,1620997938.7650487
65,13,feedback,0,0.4314693139277855,21.0,1620997941.3734663
66,13,feedback,0,0.8400729281101589,22.0,1620997943.0039034
67,13,feedback,0,0.6509347570611937,23.0,1620997945.635051
68,13,feedback,0,0.15240849850982843,24.0,1620997947.3025312
69,13,feedback,0,0.00923752820541623,25.0,1620997948.9704292
79,13,feedback,0,0.10832219105725421,26.0,1620997951.5739267
80,9,feedback,0,0.9523452501305738,27.0,1620997953.2159283
81,9,feedback,0,0.16282649672662405,28.0,1620997954.8756793
82,9,feedback,0,0.5595319711294144,29.0,1620997957.4603648
83,9,feedback,0,0.8406495035921924,30.0,1620997959.0875864
93,13,feedback,0,0.28967600295379664,31.0,1620997960.7845292
94,13,feedback,0,0.7235955644523557,32.0,1620997963.46403
95,13,feedback,0,0.10059558347538079,33.0,1620997965.13689
96,9,feedback,0,0.922924291455387,34.0,1620997966.7882724
97,5,feedback,0,0.9250129014034412,35.0,1620997969.466256
107,13,feedback,0,0.61997014668577,36.0,1620997971.075351
108,13,feedback,0,0.11007934624370187,37.0,1620997972.6656866
109,13,feedback,0,0.5822689690585124,38.0,1620997975.3515167
110,13,feedback,0,0.8526915760851439,39.0,1620997977.0131028
111,13,feedback,0,0.6085658598876873,40.0,1620997979.6360629
121,13,feedback,0,0.5254330093575831,41.0,1620997981.2736387
122,13,feedback,0,0.8651911419110262,42.0,1620997982.920911
123,13,feedback,0,0.2679006223474101,43.0,1620997985.5378273
124,13,feedback,0,0.8348226388503299,44.0,1620997987.153038
125,13,feedback,0,0.8865841603918576,45.0,1620997988.7961018
135,13,feedback,0,0.6507435757107001,46.0,1620997991.3884053
136,9,feedback,0,0.9405465650200596,47.0,1620997993.0730965
137,5,feedback,0,0.9072112682881892,48.0,1620997994.7866387
138,1,feedback,0,0.9772785606771486,49.0,1620997997.4813404
139,1,feedback,0,0.5910928793405973,50.0,1620997999.114188
149,13,feedback,0,0.3348925062642343,51.0,1620998000.7547963
150,9,feedback,0,0.9221361377157263,52.0,1620998003.3770695
151,9,feedback,0,0.2994822701278474,53.0,1620998005.0535216
152,9,feedback,0,0.5170905177211664,54.0,1620998006.6790822
153,9,feedback,0,0.09074891535539793,55.0,1620998009.2736707
163,13,feedback,0,0.38347499883124747,56.0,1620998010.882348
164,13,feedback,0,0.21051953142732463,57.0,1620998013.4761992
165,13,feedback,0,0.7247427736876546,58.0,1620998015.1187491
166,13,feedback,0,0.3971644205979584,59.0,1620998016.705894
167,13,feedback,0,0.8099445055242163,60.0,1620998019.3336134
