,Sub,Run,TR,Onset,Item,Change,CorrResp,Resp,RT,Acc,image_on,button_on,button_off,Trial_ID
0,sub003,8,3,0,,0,,,,,,,,
1,sub003,8,4,2,,0,,,,,,,,
2,sub003,8,5,4,,0,,,,,,,,
3,sub003,8,6,6,A,0.0,,1,0.35001213100031237,,12.01217866099978,13.028926072000104,13.928863556000124,0
4,sub003,8,7,8,,0,,,,,,,,
5,sub003,8,8,10,B,0.0,,2,0.45003116799989584,,16.01222288400004,17.028962759000024,17.92892263099975,1
6,sub003,8,9,12,,0,,,,,,,,
7,sub003,8,10,14,,0,,,,,,,,
8,sub003,8,11,16,D,0.0,,2,0.3500110740001219,,22.012448065999706,23.029243600999962,23.929127261999838,2
9,sub003,8,12,18,,0,,,,,,,,
10,sub003,8,13,20,,0,,,,,,,,
11,sub003,8,14,22,A,0.0,,1,0.3333296799996788,,28.012527750000118,29.02927799200006,29.929198027999973,3
12,sub003,8,15,24,,0,,,,,,,,
13,sub003,8,16,26,D,0.0,,2,0.3500102789998891,,32.01255682200008,33.02931987200009,33.929234951000126,4
14,sub003,8,17,28,,0,,,,,,,,
15,sub003,8,18,30,C,0.0,,1,0.30001210699992953,,36.01259382399985,37.02936384399982,37.9293011929999,5
16,sub003,8,19,32,,0,,,,,,,,
17,sub003,8,20,34,,0,,,,,,,,
18,sub003,8,21,36,,0,,,,,,,,
19,sub003,8,22,38,B,0.0,,2,0.3500062930002059,,44.01269366799988,45.02945029500006,45.92937978000009,6
20,sub003,8,23,40,,0,,,,,,,,
21,sub003,8,24,42,,0,,,,,,,,
22,sub003,8,25,44,C,0.0,,1,0.35001998300003834,,50.01275334100001,51.02951694700005,51.929433935999896,7
23,sub003,8,26,46,,0,,,,,,,,
24,sub003,8,27,48,A,0.0,,1,0.28335889899972244,,54.01280698900018,55.02955393399998,55.92947787000003,8
25,sub003,8,28,50,,0,,,,,,,,
26,sub003,8,29,52,,0,,,,,,,,
27,sub003,8,30,54,B,0.0,,2,0.33332251199954044,,60.01283495500002,61.02957345299956,61.929474260000006,9
28,sub003,8,31,56,,0,,,,,,,,
29,sub003,8,32,58,,0,,,,,,,,
30,sub003,8,33,60,D,0.0,,2,0.2666613089995735,,66.01280354500022,67.02954248200012,67.92944382999985,10
31,sub003,8,34,62,,0,,,,,,,,
32,sub003,8,35,64,C,0.0,,1,0.2999974429994836,,70.0127674800001,71.02952446100016,71.9294260040001,11
33,sub003,8,36,66,,0,,,,,,,,
34,sub003,8,37,68,,0,,,,,,,,
35,sub003,8,38,70,B,0.0,,2,0.333316995000132,,76.0127536240002,77.02949355600003,77.92940312600012,12
36,sub003,8,39,72,,0,,,,,,,,
37,sub003,8,40,74,,0,,,,,,,,
38,sub003,8,41,76,C,0.0,,1,0.28333148199999414,,82.01271150499952,83.02946120000024,83.92937818600012,13
39,sub003,8,42,78,,0,,,,,,,,
40,sub003,8,43,80,,0,,,,,,,,
41,sub003,8,44,82,,0,,,,,,,,
42,sub003,8,45,84,D,0.0,,2,0.333323809999456,,90.01268685700006,91.02944087399965,91.92934112600005,14
43,sub003,8,46,86,,0,,,,,,,,
44,sub003,8,47,88,,0,,,,,,,,
45,sub003,8,48,90,,0,,,,,,,,
46,sub003,8,49,92,C,0.0,,1,0.39999359700050263,,98.01264925799978,99.02938884399964,99.92929723800034,15
47,sub003,8,50,94,,0,,,,,,,,
48,sub003,8,51,96,,0,,,,,,,,
49,sub003,8,52,98,A,0.0,,1,0.2999954870001602,,104.01262816299959,105.02937258700013,105.9292696259995,16
50,sub003,8,53,100,,0,,,,,,,,
51,sub003,8,54,102,,0,,,,,,,,
52,sub003,8,55,104,B,0.0,,2,0.4500015789999452,,110.0125946180001,111.02933276799968,111.92924540499962,17
53,sub003,8,56,106,,0,,,,,,,,
54,sub003,8,57,108,,0,,,,,,,,
55,sub003,8,58,110,D,0.0,,2,0.34999544200036325,,116.01256556399994,117.02930849300037,117.92925087199956,18
56,sub003,8,59,112,,0,,,,,,,,
57,sub003,8,60,114,B,0.0,,2,0.46666057299989916,,120.0125426239997,121.0293104919997,121.92922148400021,19
58,sub003,8,61,116,,0,,,,,,,,
59,sub003,8,62,118,C,0.0,,1,0.2999905589995251,,124.01253535200021,125.02928680299965,125.92919521999966,20
60,sub003,8,63,120,,0,,,,,,,,
61,sub003,8,64,122,A,0.0,,1,0.416685821000101,,128.0125100549999,129.02926878100016,129.92918778600006,21
62,sub003,8,65,124,,0,,,,,,,,
63,sub003,8,66,126,,0,,,,,,,,
64,sub003,8,67,128,D,0.0,,2,0.3833306320002521,,134.01249417200006,135.0292492679996,135.92914800300014,22
65,sub003,8,68,130,,0,,,,,,,,
66,sub003,8,69,132,,0,,,,,,,,
67,sub003,8,70,134,A,0.0,,1,0.30000705899965396,,140.0124812449999,141.02924360600036,141.92912622700032,23
68,sub003,8,71,136,,0,,,,,,,,
69,sub003,8,72,138,C,0.0,,1,0.3666452700008449,,144.0124737559995,145.02921178899987,145.92913363700018,24
70,sub003,8,73,140,,0,,,,,,,,
71,sub003,8,74,142,A,0.0,,1,0.3666599700000006,,148.0124524380003,149.02920351700004,149.92912810699954,25
72,sub003,8,75,144,,0,,,,,,,,
73,sub003,8,76,146,,0,,,,,,,,
74,sub003,8,77,148,B,0.0,,2,0.3333331560006627,,154.01243638699952,155.0291992460002,155.92908816299996,26
75,sub003,8,78,150,,0,,,,,,,,
76,sub003,8,79,152,D,0.0,,2,0.34999186499953794,,158.01241824,159.02916246999985,159.92908293899973,27
77,sub003,8,80,154,,0,,,,,,,,
78,sub003,8,81,156,A,0.0,,1,0.3499708029994508,,162.01243529900012,163.02915850900035,163.92905686600034,28
79,sub003,8,82,158,,0,,,,,,,,
80,sub003,8,83,160,,0,,,,,,,,
81,sub003,8,84,162,B,0.0,,2,0.39998454000033234,,168.01239638299967,169.02913960700016,169.92906091800023,29
82,sub003,8,85,164,,0,,,,,,,,
83,sub003,8,86,166,,0,,,,,,,,
84,sub003,8,87,168,D,0.0,,2,0.46666976799951954,,174.01236956399998,175.0291354850001,175.92902222800012,30
85,sub003,8,88,170,,0,,,,,,,,
86,sub003,8,89,172,C,0.0,,1,0.23333578700021462,,178.01235829400002,179.02911141599952,179.92903336599966,31
87,sub003,8,90,174,,0,,,,,,,,
88,sub003,8,91,176,,0,,,,,,,,
89,sub003,8,92,178,D,0.0,,2,0.34999498299930565,,184.01235331700036,185.02909692599997,185.92901744900018,32
90,sub003,8,93,180,,0,,,,,,,,
91,sub003,8,94,182,,0,,,,,,,,
92,sub003,8,95,184,C,0.0,,1,0.3666697620001287,,190.0123263979999,191.02908576100026,191.92899379399978,33
93,sub003,8,96,186,,0,,,,,,,,
94,sub003,8,97,188,A,0.0,,1,0.3833525000000009,,194.0123234839998,195.02907658899994,195.9289790609996,34
95,sub003,8,98,190,,0,,,,,,,,
96,sub003,8,99,192,,0,,,,,,,,
97,sub003,8,100,194,B,0.0,,2,0.31665514500036807,,200.01230711899962,201.029051342,201.92899193499989,35
98,sub003,8,101,196,,0,,,,,,,,
99,sub003,8,102,198,,0,,,,,,,,
100,sub003,8,103,200,C,0.0,,1,0.4166668910002045,,206.0122992219999,207.02903952299994,207.9289559169997,36
101,sub003,8,104,202,,0,,,,,,,,
102,sub003,8,105,204,,0,,,,,,,,
103,sub003,8,106,206,A,0.0,,1,0.4333126900000934,,212.01229638999985,213.02903253999966,213.92893688399954,37
104,sub003,8,107,208,,0,,,,,,,,
