,Sub,Run,TR,Onset,Item,Change,CorrResp,Resp,RT,Acc,image_on,button_on,button_off,Trial_ID
0,sub003,1,3,0,,0,,,,,,,,
1,sub003,1,4,2,,0,,,,,,,,
2,sub003,1,5,4,,0,,,,,,,,
3,sub003,1,6,6,A,0.0,,1,0.6168476350001129,,12.010566271000016,13.02730944200016,13.92741680600011,0
4,sub003,1,7,8,,0,,,,,,,,
5,sub003,1,8,10,,0,,,,,,,,
6,sub003,1,9,12,B,0.0,,2,0.5166864969999097,,18.010627487000193,19.027375929000073,19.927315034000003,1
7,sub003,1,10,14,,0,,,,,,,,
8,sub003,1,11,16,,0,,,,,,,,
9,sub003,1,12,18,,0,,,,,,,,
10,sub003,1,13,20,D,0.0,,2,0.41668318000006366,,26.01072071600015,27.027469327000063,27.92740523600014,2
11,sub003,1,14,22,,0,,,,,,,,
12,sub003,1,15,24,,0,,,,,,,,
13,sub003,1,16,26,A,0.0,,1,0.38334600500002125,,32.010788843,33.02753078800015,33.92746998300004,3
14,sub003,1,17,28,,0,,,,,,,,
15,sub003,1,18,30,,0,,,,,,,,
16,sub003,1,19,32,C,0.0,,1,0.5000194260001081,,38.01084833499999,39.02759548800009,39.92753815700007,4
17,sub003,1,20,34,,0,,,,,,,,
18,sub003,1,21,36,,0,,,,,,,,
19,sub003,1,22,38,,0,,,,,,,,
20,sub003,1,23,40,D,0.0,,2,0.4166812559999471,,46.010944735000066,47.02769525100007,47.927629743000125,5
21,sub003,1,24,42,,0,,,,,,,,
22,sub003,1,25,44,,0,,,,,,,,
23,sub003,1,26,46,,0,,,,,,,,
24,sub003,1,27,48,B,0.0,,2,0.6333518630001436,,54.01103144600006,55.02778162200002,55.92771798600006,6
25,sub003,1,28,50,,0,,,,,,,,
26,sub003,1,29,52,A,0.0,,1,0.5668417560000307,,58.01108225600001,59.02783050300013,59.92792411800019,7
27,sub003,1,30,54,,0,,,,,,,,
28,sub003,1,31,56,,0,,,,,,,,
29,sub003,1,32,58,,0,,,,,,,,
30,sub003,1,33,60,C,0.0,,1,0.5333562040000288,,66.01117169899999,67.02792136700009,67.92785929600018,8
31,sub003,1,34,62,,0,,,,,,,,
32,sub003,1,35,64,D,0.0,,2,0.43335515600006147,,70.01121750200014,71.02797343700013,71.92790826100008,9
33,sub003,1,36,66,,0,,,,,,,,
34,sub003,1,37,68,C,0.0,,1,0.33335670399992523,,74.01126431500006,75.02801757100019,75.92795981100016,10
35,sub003,1,38,70,,0,,,,,,,,
36,sub003,1,39,72,,0,,,,,,,,
37,sub003,1,40,74,B,0.0,,2,0.3833534430000327,,80.01133752200008,81.0280904990002,81.92802874200015,11
38,sub003,1,41,76,,0,,,,,,,,
39,sub003,1,42,78,,0,,,,,,,,
40,sub003,1,43,80,A,0.0,,1,0.5000228940000397,,86.011410565,87.02815422900017,87.92810292000013,12
41,sub003,1,44,82,,0,,,,,,,,
42,sub003,1,45,84,,0,,,,,,,,
43,sub003,1,46,86,D,0.0,,2,0.46668956999997135,,92.01148165600011,93.02822743700017,93.92817131700008,13
44,sub003,1,47,88,,0,,,,,,,,
45,sub003,1,48,90,,0,,,,,,,,
46,sub003,1,49,92,,0,,,,,,,,
47,sub003,1,50,94,B,0.0,,2,0.3666928579998512,,100.01157734900016,101.02832367300016,101.92826622000007,14
