,Sub,Run,TR,Onset,Item,Change,CorrResp,Resp,RT,Acc,image_on,button_on,button_off,Trial_ID
0,sub003,4,3,0,,0,,,,,,,,
1,sub003,4,4,2,,0,,,,,,,,
2,sub003,4,5,4,,0,,,,,,,,
3,sub003,4,6,6,B,0.0,,2,0.5833430699999553,,12.01493702300013,13.031671902000198,13.93161413300004,0
4,sub003,4,7,8,,0,,,,,,,,
5,sub003,4,8,10,,0,,,,,,,,
6,sub003,4,9,12,A,0.0,,1,0.36681729699967036,,18.01499962800017,19.0319293309999,19.93181797599982,1
7,sub003,4,10,14,,0,,,,,,,,
8,sub003,4,11,16,,0,,,,,,,,
9,sub003,4,12,18,B,0.0,,2,0.4333273239999471,,24.01520162199995,25.03198372199995,25.931874208999943,2
10,sub003,4,13,20,,0,,,,,,,,
11,sub003,4,14,22,D,0.0,,2,0.38333828999975594,,28.015224133000174,29.03198529700012,29.931912077000106,3
12,sub003,4,15,24,,0,,,,,,,,
13,sub003,4,16,26,,0,,,,,,,,
14,sub003,4,17,28,,0,,,,,,,,
15,sub003,4,18,30,A,0.0,,1,0.3999895329998253,,36.01530656800014,37.03205141299986,37.93198701200026,4
16,sub003,4,19,32,,0,,,,,,,,
17,sub003,4,20,34,D,0.0,,2,0.5000212750001083,,40.015318922999995,41.03210989199988,41.93200234200003,5
18,sub003,4,21,36,,0,,,,,,,,
19,sub003,4,22,38,,0,,,,,,,,
20,sub003,4,23,40,A,0.0,,1,0.3833477270000003,,46.01537574199983,47.03215054300017,47.93205834699984,6
21,sub003,4,24,42,,0,,,,,,,,
22,sub003,4,25,44,,0,,,,,,,,
23,sub003,4,26,46,,0,,,,,,,,
24,sub003,4,27,48,C,0.0,,1,0.3333353680000073,,54.01544961699983,55.032207283999924,55.93212524899991,7
25,sub003,4,28,50,,0,,,,,,,,
26,sub003,4,29,52,,0,,,,,,,,
27,sub003,4,30,54,D,0.0,,2,0.7667760320000525,,60.015489548000005,61.03226738700005,61.932192228000076,8
28,sub003,4,31,56,,0,,,,,,,,
29,sub003,4,32,58,,0,,,,,,,,
30,sub003,4,33,60,C,0.0,,1,0.36667507599986493,,66.01555763700026,67.03231839499995,67.93224868900006,9
31,sub003,4,34,62,,0,,,,,,,,
32,sub003,4,35,64,,0,,,,,,,,
33,sub003,4,36,66,B,0.0,,,,,72.01560924000023,73.0323618010002,73.93229329199994,10
34,sub003,4,37,68,,0,,2,1.0833425619998707,,,,,
35,sub003,4,38,70,,0,,,,,,,,
36,sub003,4,39,72,C,0.0,,1,0.36666539499992723,,78.01566796599991,79.03241191899997,79.93235726400007,11
37,sub003,4,40,74,,0,,,,,,,,
38,sub003,4,41,76,D,0.0,,2,0.400020757999755,,82.01568737900016,83.03245741299997,83.93237365899995,12
39,sub003,4,42,78,,0,,,,,,,,
40,sub003,4,43,80,C,0.0,,1,0.30000031300005503,,86.01572973200018,87.03249133700001,87.93241686400006,13
41,sub003,4,44,82,,0,,,,,,,,
