,Sub,Run,TR,Onset,Item,Change,CorrResp,Resp,RT,Acc,image_on,button_on,button_off,Trial_ID
118,sub003,7,121,236,,0,,,,,,,,
119,sub003,7,122,238,A,0.0,,1,0.33334956899989265,,244.00869873200008,245.02547847899996,245.92541097000003,42
120,sub003,7,123,240,,0,,,,,,,,
121,sub003,7,124,242,,0,,,,,,,,
122,sub003,7,125,244,C,0.0,,1,0.3833625909996954,,250.00876095700005,251.025534419,251.925447308,43
123,sub003,7,126,246,,0,,,,,,,,
124,sub003,7,127,248,,0,,,,,,,,
125,sub003,7,128,250,B,0.0,,2,0.3500103199999103,,256.00884389400017,257.02559040799997,257.92552112099975,44
126,sub003,7,129,252,,0,,,,,,,,
127,sub003,7,130,254,,0,,,,,,,,
128,sub003,7,131,256,A,0.0,,1,0.40032103200019264,,262.0088890679999,263.02565774100003,263.9255933469999,45
129,sub003,7,132,258,,0,,,,,,,,
130,sub003,7,133,260,B,0.0,,2,0.4166724280003109,,266.00893869799984,267.02569726799993,267.9256153860001,46
131,sub003,7,134,262,,0,,,,,,,,
132,sub003,7,135,264,,0,,,,,,,,
133,sub003,7,136,266,D,0.0,,2,0.3833374289997664,,272.00900983300016,273.0257854649999,273.9256860539999,47
134,sub003,7,137,268,,0,,,,,,,,
135,sub003,7,138,270,,0,,,,,,,,
136,sub003,7,139,272,,0,,,,,,,,
137,sub003,7,140,274,,0,,,,,,,,
138,sub003,7,141,276,,0,,,,,,,,
