,Sub,Run,TR,Onset,Item,Change,CorrResp,Resp,RT,Acc,image_on,button_on,button_off,Trial_ID
83,sub003,2,86,166,C,0.0,,1,0.4500096780002423,,172.01099932299985,173.02776252900003,173.92769004899992,30
84,sub003,2,87,168,,0,,,,,,,,
85,sub003,2,88,170,,0,,,,,,,,
86,sub003,2,89,172,A,0.0,,1,0.48331466300032844,,178.01104825899984,179.0277893120001,179.92772355399984,31
87,sub003,2,90,174,,0,,,,,,,,
88,sub003,2,91,176,,0,,,,,,,,
89,sub003,2,92,178,C,0.0,,1,0.3833379769998828,,184.01104525900018,185.0278156479999,185.9277371799999,32
90,sub003,2,93,180,,0,,,,,,,,
91,sub003,2,94,182,D,0.0,,2,0.43333834199984267,,188.01106862799998,189.02784183999984,189.927736999,33
92,sub003,2,95,184,,0,,,,,,,,
93,sub003,2,96,186,,0,,,,,,,,
94,sub003,2,97,188,,0,,,,,,,,
95,sub003,2,98,190,B,0.0,,2,0.3833350939999036,,196.01110632100017,197.0278544419998,197.92778061799982,34
96,sub003,2,99,192,,0,,,,,,,,
97,sub003,2,100,194,D,0.0,,2,0.48333557599971755,,200.0111126500001,201.0278683030001,201.9277959269998,35
98,sub003,2,101,196,,0,,,,,,,,
99,sub003,2,102,198,,0,,,,,,,,
100,sub003,2,103,200,,0,,,,,,,,
101,sub003,2,104,202,A,0.0,,1,0.4333725139999842,,208.01116043899992,209.02789629400013,209.92781523799977,36
102,sub003,2,105,204,,0,,,,,,,,
103,sub003,2,106,206,,0,,,,,,,,
104,sub003,2,107,208,D,0.0,,2,0.6333285130003787,,214.01118462099976,215.02793484199992,215.92784572399978,37
105,sub003,2,108,210,,0,,,,,,,,
106,sub003,2,109,212,,0,,,,,,,,
107,sub003,2,110,214,,0,,,,,,,,
108,sub003,2,111,216,A,0.0,,1,0.3666747550000764,,222.0112003459999,223.0279573859998,223.92790790299978,38
109,sub003,2,112,218,,0,,,,,,,,
110,sub003,2,113,220,,0,,,,,,,,
111,sub003,2,114,222,D,0.0,,2,0.5500100849999399,,228.01122079700008,229.02799441700017,229.9278983869999,39
112,sub003,2,115,224,,0,,,,,,,,
113,sub003,2,116,226,,0,,,,,,,,
114,sub003,2,117,228,B,0.0,,2,0.5666837939998004,,234.0112593150002,235.02800853400004,235.92794104799987,40
115,sub003,2,118,230,,0,,,,,,,,
116,sub003,2,119,232,,0,,,,,,,,
117,sub003,2,120,234,C,0.0,,1,0.3333475859999453,,240.01127949200009,241.02804680600002,241.927954065,41
118,sub003,2,121,236,,0,,,,,,,,
119,sub003,2,122,238,,0,,,,,,,,
120,sub003,2,123,240,B,0.0,,2,0.3833474200000637,,246.01130656799978,247.02806633699993,247.9279809640002,42
121,sub003,2,124,242,,0,,,,,,,,
122,sub003,2,125,244,,0,,,,,,,,
123,sub003,2,126,246,C,0.0,,1,0.3666685690000122,,252.0113456969998,253.0281121439998,253.92800692899982,43
124,sub003,2,127,248,,0,,,,,,,,
125,sub003,2,128,250,,0,,,,,,,,
126,sub003,2,129,252,B,0.0,,2,0.46667577999960486,,258.01136453900017,259.02814059799994,259.92803711199986,44
127,sub003,2,130,254,,0,,,,,,,,
128,sub003,2,131,256,,0,,,,,,,,
129,sub003,2,132,258,A,0.0,,1,0.39998389100037457,,264.0114101989998,265.0281585560001,265.92806606800013,45
130,sub003,2,133,260,,0,,,,,,,,
131,sub003,2,134,262,C,0.0,,1,0.38333985000008397,,268.0114142970001,269.02817352500006,269.9280783529998,46
132,sub003,2,135,264,,0,,,,,,,,
133,sub003,2,136,266,,0,,,,,,,,
134,sub003,2,137,268,,0,,,,,,,,
135,sub003,2,138,270,D,0.0,,2,0.40001645500024097,,276.0114467029998,277.0282077349998,277.92813308999985,47
136,sub003,2,139,272,,0,,,,,,,,
137,sub003,2,140,274,,0,,,,,,,,
138,sub003,2,141,276,,0,,,,,,,,
139,sub003,2,142,278,,0,,,,,,,,
140,sub003,2,143,280,,0,,,,,,,,
