,Sub,Run,TR,Onset,Item,Change,CorrResp,Resp,RT,Acc,image_on,button_on,button_off,Trial_ID
0,sub003,2,3,0,,0,,,,,,,,
1,sub003,2,4,2,,0,,,,,,,,
2,sub003,2,5,4,,0,,,,,,,,
3,sub003,2,6,6,A,0.0,,1,0.4333316610000111,,12.010430441000153,13.027166043999841,13.927089322000029,0
4,sub003,2,7,8,,0,,,,,,,,
5,sub003,2,8,10,D,0.0,,2,0.31667702400000053,,16.010431202999825,17.027188385000045,17.92711600199982,1
6,sub003,2,9,12,,0,,,,,,,,
7,sub003,2,10,14,B,0.0,,2,0.5000134530000651,,20.010600498999793,21.02735351599995,21.92726209700004,2
8,sub003,2,11,16,,0,,,,,,,,
9,sub003,2,12,18,,0,,,,,,,,
10,sub003,2,13,20,D,0.0,,2,0.3333362999997007,,26.01060433900011,27.027354450000075,27.927276801000062,3
11,sub003,2,14,22,,0,,,,,,,,
12,sub003,2,15,24,,0,,,,,,,,
13,sub003,2,16,26,C,0.0,,1,0.29998482499968304,,32.010632546000124,33.02737314500018,33.92728734699995,4
14,sub003,2,17,28,,0,,,,,,,,
15,sub003,2,18,30,,0,,,,,,,,
16,sub003,2,19,32,B,0.0,,2,0.43333328500011703,,38.01062965199981,39.02740572399989,39.92729100099996,5
17,sub003,2,20,34,,0,,,,,,,,
18,sub003,2,21,36,,0,,,,,,,,
19,sub003,2,22,38,A,0.0,,1,0.39999338200004786,,44.010637549999956,45.02738833600006,45.92731705899996,6
20,sub003,2,23,40,,0,,,,,,,,
21,sub003,2,24,42,C,0.0,,1,0.04999356300004365,,48.01064654299989,49.027403266999954,49.92730909800002,7
22,sub003,2,25,44,,0,,,,,,,,
23,sub003,2,26,46,B,0.0,,2,0.5666616970001996,,52.010663140999895,53.02744116799977,53.92732310400015,8
24,sub003,2,27,48,,0,,,,,,,,
25,sub003,2,28,50,,0,,,,,,,,
26,sub003,2,29,52,,0,,,,,,,,
27,sub003,2,30,54,C,0.0,,1,0.36667637699974875,,60.01066733500011,61.02742339799988,61.92733469999985,9
28,sub003,2,31,56,,0,,,,,,,,
29,sub003,2,32,58,A,0.0,,1,0.38332554699991306,,64.01069547999987,65.02743226599978,65.92736807399979,10
30,sub003,2,33,60,,0,,,,,,,,
31,sub003,2,34,62,,0,,,,,,,,
32,sub003,2,35,64,,0,,,,,,,,
33,sub003,2,36,66,D,0.0,,2,0.433334762999948,,72.0107052960002,73.02745234399981,73.92736766000007,11
34,sub003,2,37,68,,0,,,,,,,,
35,sub003,2,38,70,,0,,,,,,,,
36,sub003,2,39,72,B,0.0,,2,0.6500019239997528,,78.01071321300014,79.02746558499985,79.92738205199976,12
37,sub003,2,40,74,,0,,,,,,,,
38,sub003,2,41,76,A,0.0,,1,0.616995228000178,,82.01072372199997,83.02747811000017,83.92738922099988,13
39,sub003,2,42,78,,0,,,,,,,,
40,sub003,2,43,80,C,0.0,,1,0.4000092969999969,,86.01073743999996,87.02749753399985,87.92740685999979,14
41,sub003,2,44,82,,0,,,,,,,,
42,sub003,2,45,84,D,0.0,,2,0.3166611520000515,,90.0107497009999,91.02750853299995,91.92742402800013,15
43,sub003,2,46,86,,0,,,,,,,,
44,sub003,2,47,88,,0,,,,,,,,
45,sub003,2,48,90,A,0.0,,1,0.35000157500007845,,96.01075735299992,97.02752330500016,97.92742417299996,16
46,sub003,2,49,92,,0,,,,,,,,
47,sub003,2,50,94,B,0.0,,2,0.3166575720001674,,100.01078242499989,101.02752825700009,101.92744240799993,17
48,sub003,2,51,96,,0,,,,,,,,
49,sub003,2,52,98,,0,,,,,,,,
50,sub003,2,53,100,A,0.0,,1,0.3333572059996186,,106.0107955110002,107.02754930299989,107.92745489299978,18
51,sub003,2,54,102,,0,,,,,,,,
52,sub003,2,55,104,,0,,,,,,,,
53,sub003,2,56,106,,0,,,,,,,,
54,sub003,2,57,108,C,0.0,,1,0.450003924000157,,114.01081016499984,115.02756824500011,115.92749387699996,19
55,sub003,2,58,110,,0,,,,,,,,
56,sub003,2,59,112,,0,,,,,,,,
57,sub003,2,60,114,D,0.0,,2,0.3666523540000526,,120.01084575000004,121.02759038500017,121.92750596099995,20
58,sub003,2,61,116,,0,,,,,,,,
59,sub003,2,62,118,B,0.0,,2,0.5000101900000118,,124.01083598900004,125.02760133499987,125.92751716800012,21
60,sub003,2,63,120,,0,,,,,,,,
61,sub003,2,64,122,,0,,,,,,,,
62,sub003,2,65,124,D,0.0,,2,0.40000910000026124,,130.01085265799975,131.0276154610001,131.9275330710002,22
63,sub003,2,66,126,,0,,,,,,,,
64,sub003,2,67,128,,0,,,,,,,,
65,sub003,2,68,130,C,0.0,,1,0.38331605299981675,,136.01089817000002,137.02763744000003,137.92756517499993,23
66,sub003,2,69,132,,0,,,,,,,,
67,sub003,2,70,134,,0,,,,,,,,
68,sub003,2,71,136,D,0.0,,2,0.38337356400006684,,142.01089758099988,143.02766113000007,143.92756805199997,24
69,sub003,2,72,138,,0,,,,,,,,
70,sub003,2,73,140,B,0.0,,2,0.3500040050003008,,146.01091517399982,147.027675758,147.92759009100018,25
71,sub003,2,74,142,,0,,,,,,,,
72,sub003,2,75,144,,0,,,,,,,,
73,sub003,2,76,146,A,0.0,,1,0.36665274200004205,,152.01094742099986,153.02768744900004,153.92761904500003,26
74,sub003,2,77,148,,0,,,,,,,,
75,sub003,2,78,150,,0,,,,,,,,
76,sub003,2,79,152,C,0.0,,1,0.3833458789999895,,158.0109512240001,159.0277221360002,159.92763162599977,27
77,sub003,2,80,154,,0,,,,,,,,
78,sub003,2,81,156,A,0.0,,1,0.3333303019999221,,162.010982452,163.02772452599993,163.92764385600003,28
79,sub003,2,82,158,,0,,,,,,,,
80,sub003,2,83,160,,0,,,,,,,,
81,sub003,2,84,162,B,0.0,,2,0.35001951599997483,,168.01099030600017,169.02774644600004,169.92765868100014,29
82,sub003,2,85,164,,0,,,,,,,,
