,Sub,Run,TR,Onset,Item,Change,CorrResp,Resp,RT,Acc,image_on,button_on,button_off,Trial_ID
0,sub003,5,3,0,,0,,,,,,,,
1,sub003,5,4,2,,0,,,,,,,,
2,sub003,5,5,4,,0,,,,,,,,
3,sub003,5,6,6,A,0.0,,1,0.38334666699984155,,12.011737165999875,13.028482410999914,13.928417687999627,0
4,sub003,5,7,8,,0,,,,,,,,
5,sub003,5,8,10,,0,,,,,,,,
6,sub003,5,9,12,B,0.0,,2,0.33348430400019424,,18.011814070999662,19.028726617999837,19.928641715999674,1
7,sub003,5,10,14,,0,,,,,,,,
8,sub003,5,11,16,C,0.0,,1,0.41667929899995215,,22.01199027599978,23.028757971999767,23.928674169999795,2
9,sub003,5,12,18,,0,,,,,,,,
10,sub003,5,13,20,D,0.0,,2,0.38335459299969443,,26.012047235999944,27.02879714899973,27.928732186999696,3
11,sub003,5,14,22,,0,,,,,,,,
12,sub003,5,15,24,C,0.0,,1,0.35001264099992113,,30.012071233999905,31.028841268999713,31.928757372999826,4
13,sub003,5,16,26,,0,,,,,,,,
14,sub003,5,17,28,B,0.0,,2,0.400011588000325,,34.012114905999624,35.028876487999696,35.92878855199979,5
15,sub003,5,18,30,,0,,,,,,,,
16,sub003,5,19,32,C,0.0,,1,0.36667096799965293,,38.01215400199999,39.06216787299991,39.962163898999734,6
17,sub003,5,20,34,,0,,,,,,,,
18,sub003,5,21,36,D,0.0,,2,0.36666682600025524,,42.01219728499973,43.02895540099962,43.92888404699988,7
19,sub003,5,22,38,,0,,,,,,,,
20,sub003,5,23,40,,0,,,,,,,,
21,sub003,5,24,42,A,0.0,,1,0.4833387160001621,,48.01224979599965,49.02901400099972,49.92894674099989,8
22,sub003,5,25,44,,0,,,,,,,,
23,sub003,5,26,46,,0,,,,,,,,
24,sub003,5,27,48,,0,,,,,,,,
25,sub003,5,28,50,D,0.0,,2,0.4500107300000309,,56.01233600099977,57.02908536399991,57.9290312789999,9
26,sub003,5,29,52,,0,,,,,,,,
27,sub003,5,30,54,,0,,,,,,,,
28,sub003,5,31,56,,0,,,,,,,,
29,sub003,5,32,58,A,0.0,,1,0.3166817199999059,,64.01240060500004,65.02916901299977,65.92909102899966,10
30,sub003,5,33,60,,0,,,,,,,,
31,sub003,5,34,62,,0,,,,,,,,
32,sub003,5,35,64,B,0.0,,2,0.44999751400018795,,70.01248296799986,71.02925384399987,71.92914555199968,11
33,sub003,5,36,66,,0,,,,,,,,
34,sub003,5,37,68,,0,,,,,,,,
35,sub003,5,38,70,A,0.0,,1,0.3833460290002222,,76.01253096899973,77.02928709099979,77.92920960699985,12
36,sub003,5,39,72,,0,,,,,,,,
37,sub003,5,40,74,C,0.0,,,,,80.01256217599985,81.02934095199998,81.92924564799978,13
38,sub003,5,41,76,,0,,1,1.1500290439998935,,,,,
39,sub003,5,42,78,D,0.0,,2,0.33334517899993443,,84.01260417599997,85.02936622699963,85.92929559999993,14
40,sub003,5,43,80,,0,,,,,,,,
