,time,imnum,dur,weight,imcode,path,corrAns,axis,button_left,button_right,viewPoint
0,1.0,9.0,1.5,1,J,./carchair_exp/tableBench_60_9.png,60,tableBench,Table,Bench,9
1,3.5,2.0,1.5,1,C,./carchair_exp/bedChair_41_27.png,41,bedChair,Bed,Chair,27
2,6.0,6.0,1.5,1,G,./carchair_exp/tableBench_1_39.png,1,tableBench,Table,Bench,39
3,8.5,5.0,1.5,1,F,./carchair_exp/bedChair_100_9.png,100,bedChair,Bed,Chair,9
4,11.0,8.0,1.5,1,I,./carchair_exp/tableBench_41_27.png,41,tableBench,Table,Bench,27
5,13.5,3.0,1.5,1,D,./carchair_exp/bedChair_60_9.png,60,bedChair,Bed,Chair,9
6,16.0,5.0,1.5,1,F,./carchair_exp/bedChair_100_36.png,100,bedChair,Bed,Chair,36
7,18.5,4.0,1.5,1,E,./carchair_exp/bedChair_80_18.png,80,bedChair,Bed,Chair,18
8,21.0,2.0,1.5,1,C,./carchair_exp/bedChair_41_33.png,41,bedChair,Bed,Chair,33
9,23.5,9.0,1.5,1,J,./carchair_exp/tableBench_60_3.png,60,tableBench,Table,Bench,3
10,26.0,8.0,1.5,1,I,./carchair_exp/tableBench_41_36.png,41,tableBench,Table,Bench,36
11,28.5,11.0,1.5,1,L,./carchair_exp/tableBench_100_24.png,100,tableBench,Table,Bench,24
12,31.0,3.0,1.5,1,D,./carchair_exp/bedChair_60_6.png,60,bedChair,Bed,Chair,6
13,33.5,4.0,1.5,1,E,./carchair_exp/bedChair_80_15.png,80,bedChair,Bed,Chair,15
14,36.0,11.0,1.5,1,L,./carchair_exp/tableBench_100_15.png,100,tableBench,Table,Bench,15
15,38.5,7.0,1.5,1,H,./carchair_exp/tableBench_21_3.png,21,tableBench,Table,Bench,3
16,41.0,10.0,1.5,1,K,./carchair_exp/tableBench_80_36.png,80,tableBench,Table,Bench,36
17,43.5,0.0,1.5,1,A,./carchair_exp/bedChair_1_3.png,1,bedChair,Bed,Chair,3
18,46.0,1.0,1.5,1,B,./carchair_exp/bedChair_21_9.png,21,bedChair,Bed,Chair,9
19,48.5,10.0,1.5,1,K,./carchair_exp/tableBench_80_6.png,80,tableBench,Table,Bench,6
20,51.0,6.0,1.5,1,G,./carchair_exp/tableBench_1_27.png,1,tableBench,Table,Bench,27
21,53.5,8.0,1.5,1,I,./carchair_exp/tableBench_41_12.png,41,tableBench,Table,Bench,12
22,56.0,0.0,1.5,1,A,./carchair_exp/bedChair_1_18.png,1,bedChair,Bed,Chair,18
23,58.5,1.0,1.5,1,B,./carchair_exp/bedChair_21_33.png,21,bedChair,Bed,Chair,33
24,61.0,6.0,1.5,1,G,./carchair_exp/tableBench_1_21.png,1,tableBench,Table,Bench,21
25,63.5,2.0,1.5,1,C,./carchair_exp/bedChair_41_6.png,41,bedChair,Bed,Chair,6
26,66.0,7.0,1.5,1,H,./carchair_exp/tableBench_21_15.png,21,tableBench,Table,Bench,15
27,68.5,10.0,1.5,1,K,./carchair_exp/tableBench_80_9.png,80,tableBench,Table,Bench,9
28,71.0,11.0,1.5,1,L,./carchair_exp/tableBench_100_6.png,100,tableBench,Table,Bench,6
29,73.5,1.0,1.5,1,B,./carchair_exp/bedChair_21_21.png,21,bedChair,Bed,Chair,21
30,76.0,7.0,1.5,1,H,./carchair_exp/tableBench_21_9.png,21,tableBench,Table,Bench,9
31,78.5,9.0,1.5,1,J,./carchair_exp/tableBench_60_24.png,60,tableBench,Table,Bench,24
32,81.0,5.0,1.5,1,F,./carchair_exp/bedChair_100_12.png,100,bedChair,Bed,Chair,12
33,83.5,3.0,1.5,1,D,./carchair_exp/bedChair_60_24.png,60,bedChair,Bed,Chair,24
34,86.0,0.0,1.5,1,A,./carchair_exp/bedChair_1_36.png,1,bedChair,Bed,Chair,36
