,time,imnum,dur,weight,imcode,path,corrAns,axis,button_left,button_right,viewPoint,imgPath
0,6,0.0,1.0,1,A,,1,bedChair,Bed,Chair,24,./carchair_exp/bedChair_1_24.png
1,12,3.0,1.0,1,D,,100,tableBench,Table,Bench,3,./carchair_exp/tableBench_100_3.png
2,16,1.0,1.0,1,B,,100,bedChair,Bed,Chair,21,./carchair_exp/bedChair_100_21.png
3,20,0.0,1.0,1,A,,1,bedChair,Bed,Chair,3,./carchair_exp/bedChair_1_3.png
4,28,1.0,1.0,1,B,,100,bedChair,Bed,Chair,27,./carchair_exp/bedChair_100_27.png
5,34,2.0,1.0,1,C,,1,tableBench,Table,Bench,21,./carchair_exp/tableBench_1_21.png
6,40,3.0,1.0,1,D,,100,tableBench,Table,Bench,9,./carchair_exp/tableBench_100_9.png
7,46,2.0,1.0,1,C,,1,tableBench,Table,Bench,18,./carchair_exp/tableBench_1_18.png
8,50,0.0,1.0,1,A,,1,bedChair,Bed,Chair,12,./carchair_exp/bedChair_1_12.png
9,58,3.0,1.0,1,D,,100,tableBench,Table,Bench,6,./carchair_exp/tableBench_100_6.png
10,64,1.0,1.0,1,B,,100,bedChair,Bed,Chair,33,./carchair_exp/bedChair_100_33.png
11,72,2.0,1.0,1,C,,1,tableBench,Table,Bench,24,./carchair_exp/tableBench_1_24.png
12,76,3.0,1.0,1,D,,100,tableBench,Table,Bench,24,./carchair_exp/tableBench_100_24.png
13,82,2.0,1.0,1,C,,1,tableBench,Table,Bench,12,./carchair_exp/tableBench_1_12.png
14,86,3.0,1.0,1,D,,100,tableBench,Table,Bench,15,./carchair_exp/tableBench_100_15.png
15,92,1.0,1.0,1,B,,100,bedChair,Bed,Chair,39,./carchair_exp/bedChair_100_39.png
16,96,0.0,1.0,1,A,,1,bedChair,Bed,Chair,36,./carchair_exp/bedChair_1_36.png
17,102,2.0,1.0,1,C,,1,tableBench,Table,Bench,9,./carchair_exp/tableBench_1_9.png
18,110,3.0,1.0,1,D,,100,tableBench,Table,Bench,33,./carchair_exp/tableBench_100_33.png
19,114,2.0,1.0,1,C,,1,tableBench,Table,Bench,6,./carchair_exp/tableBench_1_6.png
20,122,0.0,1.0,1,A,,1,bedChair,Bed,Chair,39,./carchair_exp/bedChair_1_39.png
21,126,1.0,1.0,1,B,,100,bedChair,Bed,Chair,24,./carchair_exp/bedChair_100_24.png
22,134,0.0,1.0,1,A,,1,bedChair,Bed,Chair,21,./carchair_exp/bedChair_1_21.png
23,138,1.0,1.0,1,B,,100,bedChair,Bed,Chair,6,./carchair_exp/bedChair_100_6.png
24,146,3.0,1.0,1,D,,100,tableBench,Table,Bench,39,./carchair_exp/tableBench_100_39.png
25,154,1.0,1.0,1,B,,100,bedChair,Bed,Chair,15,./carchair_exp/bedChair_100_15.png
26,162,3.0,1.0,1,D,,100,tableBench,Table,Bench,21,./carchair_exp/tableBench_100_21.png
27,168,1.0,1.0,1,B,,100,bedChair,Bed,Chair,30,./carchair_exp/bedChair_100_30.png
28,176,2.0,1.0,1,C,,1,tableBench,Table,Bench,39,./carchair_exp/tableBench_1_39.png
29,180,0.0,1.0,1,A,,1,bedChair,Bed,Chair,15,./carchair_exp/bedChair_1_15.png
30,186,2.0,1.0,1,C,,1,tableBench,Table,Bench,15,./carchair_exp/tableBench_1_15.png
31,190,0.0,1.0,1,A,,1,bedChair,Bed,Chair,27,./carchair_exp/bedChair_1_27.png
32,194,1.0,1.0,1,B,,100,bedChair,Bed,Chair,18,./carchair_exp/bedChair_100_18.png
33,200,3.0,1.0,1,D,,100,tableBench,Table,Bench,12,./carchair_exp/tableBench_100_12.png
34,204,2.0,1.0,1,C,,1,tableBench,Table,Bench,27,./carchair_exp/tableBench_1_27.png
35,212,0.0,1.0,1,A,,1,bedChair,Bed,Chair,30,./carchair_exp/bedChair_1_30.png
36,220,2.0,1.0,1,C,,1,tableBench,Table,Bench,3,./carchair_exp/tableBench_1_3.png
37,226,1.0,1.0,1,B,,100,bedChair,Bed,Chair,3,./carchair_exp/bedChair_100_3.png
38,234,3.0,1.0,1,D,,100,tableBench,Table,Bench,30,./carchair_exp/tableBench_100_30.png
39,242,0.0,1.0,1,A,,1,bedChair,Bed,Chair,6,./carchair_exp/bedChair_1_6.png
40,248,3.0,1.0,1,D,,100,tableBench,Table,Bench,36,./carchair_exp/tableBench_100_36.png
41,254,1.0,1.0,1,B,,100,bedChair,Bed,Chair,36,./carchair_exp/bedChair_100_36.png
42,258,0.0,1.0,1,A,,1,bedChair,Bed,Chair,9,./carchair_exp/bedChair_1_9.png
43,264,2.0,1.0,1,C,,1,tableBench,Table,Bench,30,./carchair_exp/tableBench_1_30.png
44,268,3.0,1.0,1,D,,100,tableBench,Table,Bench,27,./carchair_exp/tableBench_100_27.png
45,272,2.0,1.0,1,C,,1,tableBench,Table,Bench,33,./carchair_exp/tableBench_1_33.png
46,276,1.0,1.0,1,B,,100,bedChair,Bed,Chair,12,./carchair_exp/bedChair_100_12.png
47,284,0.0,1.0,1,A,,1,bedChair,Bed,Chair,18,./carchair_exp/bedChair_1_18.png
