,time,imnum,dur,weight,imcode,path,corrAns,axis,button_left,button_right,viewPoint,imgPath
0,6,2.0,1.0,1,C,,1,tableBench,Table,Bench,33,./carchair_exp/tableBench_1_33.png
1,10,3.0,1.0,1,D,,100,tableBench,Table,Bench,15,./carchair_exp/tableBench_100_15.png
2,14,2.0,1.0,1,C,,1,tableBench,Table,Bench,27,./carchair_exp/tableBench_1_27.png
3,18,1.0,1.0,1,B,,100,bedChair,Bed,Chair,33,./carchair_exp/bedChair_100_33.png
4,22,0.0,1.0,1,A,,1,bedChair,Bed,Chair,3,./carchair_exp/bedChair_1_3.png
5,26,1.0,1.0,1,B,,100,bedChair,Bed,Chair,30,./carchair_exp/bedChair_100_30.png
6,32,0.0,1.0,1,A,,1,bedChair,Bed,Chair,15,./carchair_exp/bedChair_1_15.png
7,38,1.0,1.0,1,B,,100,bedChair,Bed,Chair,39,./carchair_exp/bedChair_100_39.png
8,42,3.0,1.0,1,D,,100,tableBench,Table,Bench,27,./carchair_exp/tableBench_100_27.png
9,46,2.0,1.0,1,C,,1,tableBench,Table,Bench,39,./carchair_exp/tableBench_1_39.png
10,50,0.0,1.0,1,A,,1,bedChair,Bed,Chair,30,./carchair_exp/bedChair_1_30.png
11,54,3.0,1.0,1,D,,100,tableBench,Table,Bench,30,./carchair_exp/tableBench_100_30.png
12,60,1.0,1.0,1,B,,100,bedChair,Bed,Chair,27,./carchair_exp/bedChair_100_27.png
13,66,0.0,1.0,1,A,,1,bedChair,Bed,Chair,6,./carchair_exp/bedChair_1_6.png
14,74,2.0,1.0,1,C,,1,tableBench,Table,Bench,6,./carchair_exp/tableBench_1_6.png
15,78,3.0,1.0,1,D,,100,tableBench,Table,Bench,9,./carchair_exp/tableBench_100_9.png
16,82,1.0,1.0,1,B,,100,bedChair,Bed,Chair,6,./carchair_exp/bedChair_100_6.png
17,90,3.0,1.0,1,D,,100,tableBench,Table,Bench,21,./carchair_exp/tableBench_100_21.png
18,98,0.0,1.0,1,A,,1,bedChair,Bed,Chair,36,./carchair_exp/bedChair_1_36.png
19,102,3.0,1.0,1,D,,100,tableBench,Table,Bench,12,./carchair_exp/tableBench_100_12.png
20,106,1.0,1.0,1,B,,100,bedChair,Bed,Chair,24,./carchair_exp/bedChair_100_24.png
21,114,2.0,1.0,1,C,,1,tableBench,Table,Bench,18,./carchair_exp/tableBench_1_18.png
22,120,0.0,1.0,1,A,,1,bedChair,Bed,Chair,9,./carchair_exp/bedChair_1_9.png
23,126,2.0,1.0,1,C,,1,tableBench,Table,Bench,24,./carchair_exp/tableBench_1_24.png
24,132,3.0,1.0,1,D,,100,tableBench,Table,Bench,24,./carchair_exp/tableBench_100_24.png
25,136,2.0,1.0,1,C,,1,tableBench,Table,Bench,36,./carchair_exp/tableBench_1_36.png
26,140,0.0,1.0,1,A,,1,bedChair,Bed,Chair,27,./carchair_exp/bedChair_1_27.png
27,144,3.0,1.0,1,D,,100,tableBench,Table,Bench,39,./carchair_exp/tableBench_100_39.png
28,148,0.0,1.0,1,A,,1,bedChair,Bed,Chair,39,./carchair_exp/bedChair_1_39.png
29,154,1.0,1.0,1,B,,100,bedChair,Bed,Chair,18,./carchair_exp/bedChair_100_18.png
30,158,2.0,1.0,1,C,,1,tableBench,Table,Bench,9,./carchair_exp/tableBench_1_9.png
31,164,3.0,1.0,1,D,,100,tableBench,Table,Bench,33,./carchair_exp/tableBench_100_33.png
32,168,0.0,1.0,1,A,,1,bedChair,Bed,Chair,24,./carchair_exp/bedChair_1_24.png
33,174,1.0,1.0,1,B,,100,bedChair,Bed,Chair,15,./carchair_exp/bedChair_100_15.png
34,180,2.0,1.0,1,C,,1,tableBench,Table,Bench,21,./carchair_exp/tableBench_1_21.png
35,188,1.0,1.0,1,B,,100,bedChair,Bed,Chair,12,./carchair_exp/bedChair_100_12.png
36,194,2.0,1.0,1,C,,1,tableBench,Table,Bench,15,./carchair_exp/tableBench_1_15.png
37,202,0.0,1.0,1,A,,1,bedChair,Bed,Chair,33,./carchair_exp/bedChair_1_33.png
38,206,1.0,1.0,1,B,,100,bedChair,Bed,Chair,36,./carchair_exp/bedChair_100_36.png
39,212,3.0,1.0,1,D,,100,tableBench,Table,Bench,3,./carchair_exp/tableBench_100_3.png
40,216,0.0,1.0,1,A,,1,bedChair,Bed,Chair,21,./carchair_exp/bedChair_1_21.png
41,222,1.0,1.0,1,B,,100,bedChair,Bed,Chair,21,./carchair_exp/bedChair_100_21.png
42,228,3.0,1.0,1,D,,100,tableBench,Table,Bench,6,./carchair_exp/tableBench_100_6.png
43,232,2.0,1.0,1,C,,1,tableBench,Table,Bench,12,./carchair_exp/tableBench_1_12.png
44,236,0.0,1.0,1,A,,1,bedChair,Bed,Chair,18,./carchair_exp/bedChair_1_18.png
45,244,2.0,1.0,1,C,,1,tableBench,Table,Bench,30,./carchair_exp/tableBench_1_30.png
46,252,1.0,1.0,1,B,,100,bedChair,Bed,Chair,9,./carchair_exp/bedChair_100_9.png
47,256,3.0,1.0,1,D,,100,tableBench,Table,Bench,36,./carchair_exp/tableBench_100_36.png
