,time,imnum,dur,weight,imcode,path,corrAns,axis,button_left,button_right,viewPoint,imgPath
0,6,0.0,1.0,1,A,,1,bedChair,Bed,Chair,18,./carchair_exp/bedChair_1_18.png
1,12,2.0,1.0,1,C,,1,tableBench,Table,Bench,39,./carchair_exp/tableBench_1_39.png
2,16,3.0,1.0,1,D,,100,tableBench,Table,Bench,39,./carchair_exp/tableBench_100_39.png
3,24,2.0,1.0,1,C,,1,tableBench,Table,Bench,24,./carchair_exp/tableBench_1_24.png
4,28,1.0,1.0,1,B,,100,bedChair,Bed,Chair,30,./carchair_exp/bedChair_100_30.png
5,32,0.0,1.0,1,A,,1,bedChair,Bed,Chair,15,./carchair_exp/bedChair_1_15.png
6,38,3.0,1.0,1,D,,100,tableBench,Table,Bench,9,./carchair_exp/tableBench_100_9.png
7,42,1.0,1.0,1,B,,100,bedChair,Bed,Chair,21,./carchair_exp/bedChair_100_21.png
8,48,2.0,1.0,1,C,,1,tableBench,Table,Bench,30,./carchair_exp/tableBench_1_30.png
9,52,3.0,1.0,1,D,,100,tableBench,Table,Bench,27,./carchair_exp/tableBench_100_27.png
10,60,0.0,1.0,1,A,,1,bedChair,Bed,Chair,3,./carchair_exp/bedChair_1_3.png
11,68,1.0,1.0,1,B,,100,bedChair,Bed,Chair,27,./carchair_exp/bedChair_100_27.png
12,74,3.0,1.0,1,D,,100,tableBench,Table,Bench,24,./carchair_exp/tableBench_100_24.png
13,78,2.0,1.0,1,C,,1,tableBench,Table,Bench,15,./carchair_exp/tableBench_1_15.png
14,82,1.0,1.0,1,B,,100,bedChair,Bed,Chair,36,./carchair_exp/bedChair_100_36.png
15,86,3.0,1.0,1,D,,100,tableBench,Table,Bench,33,./carchair_exp/tableBench_100_33.png
16,94,1.0,1.0,1,B,,100,bedChair,Bed,Chair,3,./carchair_exp/bedChair_100_3.png
17,100,2.0,1.0,1,C,,1,tableBench,Table,Bench,6,./carchair_exp/tableBench_1_6.png
18,104,0.0,1.0,1,A,,1,bedChair,Bed,Chair,12,./carchair_exp/bedChair_1_12.png
19,108,1.0,1.0,1,B,,100,bedChair,Bed,Chair,18,./carchair_exp/bedChair_100_18.png
20,112,3.0,1.0,1,D,,100,tableBench,Table,Bench,15,./carchair_exp/tableBench_100_15.png
21,116,0.0,1.0,1,A,,1,bedChair,Bed,Chair,27,./carchair_exp/bedChair_1_27.png
22,122,2.0,1.0,1,C,,1,tableBench,Table,Bench,33,./carchair_exp/tableBench_1_33.png
23,126,0.0,1.0,1,A,,1,bedChair,Bed,Chair,9,./carchair_exp/bedChair_1_9.png
24,130,3.0,1.0,1,D,,100,tableBench,Table,Bench,30,./carchair_exp/tableBench_100_30.png
25,138,0.0,1.0,1,A,,1,bedChair,Bed,Chair,21,./carchair_exp/bedChair_1_21.png
26,142,2.0,1.0,1,C,,1,tableBench,Table,Bench,9,./carchair_exp/tableBench_1_9.png
27,150,3.0,1.0,1,D,,100,tableBench,Table,Bench,18,./carchair_exp/tableBench_100_18.png
28,156,2.0,1.0,1,C,,1,tableBench,Table,Bench,18,./carchair_exp/tableBench_1_18.png
29,164,0.0,1.0,1,A,,1,bedChair,Bed,Chair,30,./carchair_exp/bedChair_1_30.png
30,170,1.0,1.0,1,B,,100,bedChair,Bed,Chair,33,./carchair_exp/bedChair_100_33.png
31,174,0.0,1.0,1,A,,1,bedChair,Bed,Chair,39,./carchair_exp/bedChair_1_39.png
32,180,1.0,1.0,1,B,,100,bedChair,Bed,Chair,24,./carchair_exp/bedChair_100_24.png
33,186,3.0,1.0,1,D,,100,tableBench,Table,Bench,3,./carchair_exp/tableBench_100_3.png
34,194,1.0,1.0,1,B,,100,bedChair,Bed,Chair,39,./carchair_exp/bedChair_100_39.png
35,198,2.0,1.0,1,C,,1,tableBench,Table,Bench,3,./carchair_exp/tableBench_1_3.png
36,206,0.0,1.0,1,A,,1,bedChair,Bed,Chair,6,./carchair_exp/bedChair_1_6.png
37,210,1.0,1.0,1,B,,100,bedChair,Bed,Chair,9,./carchair_exp/bedChair_100_9.png
38,216,3.0,1.0,1,D,,100,tableBench,Table,Bench,6,./carchair_exp/tableBench_100_6.png
39,220,1.0,1.0,1,B,,100,bedChair,Bed,Chair,15,./carchair_exp/bedChair_100_15.png
40,224,0.0,1.0,1,A,,1,bedChair,Bed,Chair,24,./carchair_exp/bedChair_1_24.png
41,228,2.0,1.0,1,C,,1,tableBench,Table,Bench,36,./carchair_exp/tableBench_1_36.png
42,234,3.0,1.0,1,D,,100,tableBench,Table,Bench,12,./carchair_exp/tableBench_100_12.png
43,238,2.0,1.0,1,C,,1,tableBench,Table,Bench,12,./carchair_exp/tableBench_1_12.png
44,244,1.0,1.0,1,B,,100,bedChair,Bed,Chair,6,./carchair_exp/bedChair_100_6.png
45,250,2.0,1.0,1,C,,1,tableBench,Table,Bench,27,./carchair_exp/tableBench_1_27.png
46,258,3.0,1.0,1,D,,100,tableBench,Table,Bench,36,./carchair_exp/tableBench_100_36.png
47,262,0.0,1.0,1,A,,1,bedChair,Bed,Chair,36,./carchair_exp/bedChair_1_36.png
